,mse_deepar,computation_time_deepar
0,6.820229565771706,0 days 00:01:16.094150
1,2.7224076368892787,0 days 00:01:16.366912
2,12.313983642875677,0 days 00:01:17.084850
3,6.113376709696129,0 days 00:01:16.299392
4,9.4504196155358,0 days 00:01:15.888595
5,7.906398725395808,0 days 00:01:16.715601
6,2.6226493638137445,0 days 00:01:36.462401
7,7.349516626813415,0 days 00:01:16.134385
8,2.713862111953628,0 days 00:01:17.184020
9,15.198389401468413,0 days 00:01:16.298381
10,8.075942728724252,0 days 00:01:17.026782
11,8.460812493082377,0 days 00:01:17.443106
12,8.254205517486241,0 days 00:01:16.816331
13,8.404488640407358,0 days 00:01:28.072222
14,5.181492730774984,0 days 00:01:15.698978
15,5.272518989802373,0 days 00:01:16.454580
16,6.118149199098143,0 days 00:01:19.613718
17,9.689043060647302,0 days 00:01:17.564019
18,3.3350710640980172,0 days 00:01:18.336442
19,8.757632220675243,0 days 00:01:18.987546
20,4.609067166542503,0 days 00:01:18.900391
