,mse_deepar,computation_time_deepar
0,8.353490623261466,0 days 00:00:44.991465
1,3.5735946966693635,0 days 00:00:45.704176
2,6.766602918980393,0 days 00:00:45.998136
3,5.155663929027601,0 days 00:00:43.776553
4,10.312788870728955,0 days 00:00:45.807190
5,6.811656324357951,0 days 00:00:44.398938
6,6.958703694002079,0 days 00:00:46.999818
7,6.907529435892087,0 days 00:00:44.092432
8,4.729340520693453,0 days 00:00:43.601695
9,4.306605852964812,0 days 00:00:48.318101
10,11.374611361690203,0 days 00:00:44.977717
11,9.445219178288772,0 days 00:00:51.291387
12,8.905771641086082,0 days 00:00:47.029026
13,6.783952832819737,0 days 00:00:46.719687
14,4.572440476846766,0 days 00:00:44.814555
15,6.471426949936277,0 days 00:00:44.266809
16,6.264424345078526,0 days 00:00:45.205977
17,8.317579529500584,0 days 00:00:45.836913
18,2.4482953771224754,0 days 00:00:44.875935
19,9.931367031057501,0 days 00:00:44.558915
20,2.7013403874984867,0 days 00:00:44.157001
