,mse_deepar,computation_time_deepar
0,12.092641581845673,0 days 00:02:47.345067
1,4.912481679530334,0 days 00:02:50.782325
2,9.120522789493744,0 days 00:02:46.544367
3,9.482783568030671,0 days 00:02:53.476796
4,9.751064113294536,0 days 00:02:47.788751
5,9.493520371913924,0 days 00:02:43.671726
6,2.8599863967242762,0 days 00:02:44.214127
7,8.964368583485129,0 days 00:02:46.799945
8,4.409991802035553,0 days 00:02:49.073016
9,5.160771958988294,0 days 00:02:49.433346
10,13.466678496674094,0 days 00:02:50.294045
11,8.81024520381186,0 days 00:02:59.841380
12,8.607623472885308,0 days 00:02:53.984619
13,12.275203107194846,0 days 00:02:46.480575
14,9.240054942416466,0 days 00:02:48.732441
15,5.772789130282642,0 days 00:02:44.254227
16,4.966597030300784,0 days 00:02:44.122305
17,14.13709570339485,0 days 00:02:43.953436
18,9.34865116542494,0 days 00:02:46.023341
19,6.0916344221101,0 days 00:02:42.021646
20,5.760867422157854,0 days 00:02:50.939572
