,mse_deepar,computation_time_deepar
0,14.995968676152337,0 days 00:02:26.152577
1,2.8253992640491337,0 days 00:02:35.229202
2,11.098918981596269,0 days 00:02:30.930773
3,5.292926048354049,0 days 00:02:26.119138
4,9.619313648398846,0 days 00:02:27.206640
5,6.550799086848778,0 days 00:02:28.774507
6,2.0326513127500707,0 days 00:02:33.727364
7,6.012830737321533,0 days 00:02:35.026817
8,4.305863415988845,0 days 00:02:28.878830
9,6.273863728169507,0 days 00:02:30.508341
10,7.212474180287624,0 days 00:02:35.357961
11,11.912907546247045,0 days 00:02:34.765613
12,11.821360246700706,0 days 00:02:31.030765
13,16.37865892080462,0 days 00:02:33.870390
14,4.257942320816643,0 days 00:02:35.552292
15,6.188677756439897,0 days 00:02:30.976393
16,10.30970412283531,0 days 00:02:28.553070
17,7.4348589402528376,0 days 00:02:32.065736
18,2.70291705181511,0 days 00:02:30.668638
19,9.52698631024636,0 days 00:02:27.874374
20,2.0922302270002913,0 days 00:02:38.402210
