,mse_deepar,computation_time_deepar
0,17.446491678932546,0 days 00:05:19.230610
1,3.6229931849618517,0 days 00:05:01.856532
2,8.97498242795961,0 days 00:05:02.900536
3,5.880883317389117,0 days 00:05:16.062291
4,16.634349027973748,0 days 00:05:17.469592
5,13.20120580988971,0 days 00:05:14.431878
6,2.8988179131428735,0 days 00:05:12.783395
7,9.387907931645003,0 days 00:04:41.413475
8,4.438246647122089,0 days 00:05:00.949769
9,14.586461942811273,0 days 00:05:18.597318
10,8.448324895936775,0 days 00:04:52.530643
11,13.504709300982814,0 days 00:04:43.643645
12,7.3168463926515654,0 days 00:04:46.798306
13,11.483029297099597,0 days 00:04:53.949470
14,6.852256583989239,0 days 00:04:48.480437
15,4.996316783415962,0 days 00:04:46.969824
16,11.629205828424952,0 days 00:04:53.781714
17,12.630975010389218,0 days 00:04:43.343979
18,6.097877691858421,0 days 00:04:56.556295
19,8.06169062640604,0 days 00:04:51.440118
20,5.291272500115055,0 days 00:04:56.908363
