,mse_deepar,computation_time_deepar
0,9.168130247798652,0 days 00:01:06.075956
1,2.442944092273217,0 days 00:01:04.774215
2,6.48466602363531,0 days 00:01:04.313909
3,5.475642193466538,0 days 00:01:06.124419
4,7.743123469437104,0 days 00:01:04.736654
5,6.630064673573861,0 days 00:01:04.906118
6,3.712899746423118,0 days 00:01:04.515253
7,6.690834850515505,0 days 00:01:10.939021
8,4.632174799118155,0 days 00:01:05.580312
9,4.58675570784193,0 days 00:01:04.580148
10,13.86844337291536,0 days 00:01:05.121180
11,9.498851471232886,0 days 00:01:05.935608
12,6.836376390076136,0 days 00:01:08.852185
13,10.553114120557769,0 days 00:01:05.134779
14,4.975960784188093,0 days 00:01:04.269391
15,4.387020448871559,0 days 00:01:07.079128
16,4.202200073066037,0 days 00:01:07.106282
17,7.824809117863978,0 days 00:01:06.463431
18,3.3775471975559896,0 days 00:01:05.135880
19,7.874417057437981,0 days 00:01:04.896846
20,7.5545150113458375,0 days 00:01:05.141637
