,mse_deepar,computation_time_deepar
0,8.564144631143849,0 days 00:00:38.167453
1,3.0833703206357814,0 days 00:00:38.825768
2,6.701368157448241,0 days 00:00:41.318413
3,6.468255180323134,0 days 00:00:39.050063
4,6.657145124141735,0 days 00:00:38.622586
5,8.093723348890585,0 days 00:00:38.382191
6,2.177623151721517,0 days 00:00:39.153345
7,7.799948321112792,0 days 00:00:38.255396
8,4.270890960999484,0 days 00:00:38.654047
9,5.0520447174251775,0 days 00:00:39.195688
10,8.515918842072018,0 days 00:00:38.683192
11,8.829313995080259,0 days 00:00:38.558751
12,6.711518386420426,0 days 00:00:38.529191
13,11.088658771188184,0 days 00:00:41.022825
14,4.274867392622388,0 days 00:00:38.634185
15,6.315427536799529,0 days 00:00:38.769504
16,5.306192196339851,0 days 00:00:38.889763
17,11.062940193940404,0 days 00:00:38.499184
18,3.3224509627382526,0 days 00:00:38.521353
19,8.221297439666742,0 days 00:00:38.004990
20,5.640441411974606,0 days 00:00:39.408303
