,mse_deepar,computation_time_deepar
0,9.774938693501245,0 days 00:04:01.496001
1,2.063340954121448,0 days 00:03:59.392274
2,11.564500168178794,0 days 00:03:57.486922
3,4.935602010498245,0 days 00:03:56.626866
4,8.727890092508986,0 days 00:03:57.625356
5,7.391757360706303,0 days 00:03:57.818705
6,2.5939791008812447,0 days 00:03:55.623429
7,6.20624005701502,0 days 00:03:56.261009
8,5.335979390882197,0 days 00:03:57.444008
9,6.49636577682333,0 days 00:03:55.853959
10,7.85611214167913,0 days 00:03:56.361312
11,7.897861030676627,0 days 00:03:57.150080
12,6.99365538872272,0 days 00:03:56.477702
13,11.059752166623086,0 days 00:03:56.797886
14,4.183527579040827,0 days 00:03:56.676869
15,7.5597967316593895,0 days 00:03:56.197719
16,3.694274109549645,0 days 00:03:56.209241
17,8.512921726114351,0 days 00:03:56.727863
18,2.979356702005052,0 days 00:03:56.030466
19,7.421235423948193,0 days 00:03:58.345919
20,7.009628335575168,0 days 00:03:56.341039
