,mse_deepar,computation_time_deepar
0,11.027022678075436,0 days 00:06:31.404504
1,2.5787728464234796,0 days 00:04:55.394144
2,9.286260409125976,0 days 00:04:57.272152
3,6.683922568166377,0 days 00:04:55.069342
4,9.388925046331932,0 days 00:04:54.945284
5,6.504661914672711,0 days 00:04:55.350566
6,2.761210816986522,0 days 00:04:55.450676
7,8.228413512879703,0 days 00:04:55.656286
8,3.4351607279568372,0 days 00:04:56.814012
9,7.075422717364583,0 days 00:04:57.771701
10,12.268466356968458,0 days 00:04:57.952942
11,9.520247236267332,0 days 00:04:57.425236
12,10.958505295279325,0 days 00:05:09.557817
13,10.973966741491077,0 days 00:05:30.432125
14,8.086535866251209,0 days 00:05:10.705566
15,10.450746493348191,0 days 00:04:51.008279
16,9.18366405111966,0 days 00:04:49.523828
17,14.68979375659135,0 days 00:05:00.462080
18,6.228880052356014,0 days 00:05:22.884335
19,10.19618040229873,0 days 00:05:18.754778
20,2.768228556738585,0 days 00:05:11.930811
