,mse_deepar,computation_time_deepar
0,9.040889847542141,0 days 00:02:15.329975
1,3.9367066603965264,0 days 00:02:10.279513
2,7.908942097579161,0 days 00:02:08.810795
3,5.355694611951144,0 days 00:02:17.904756
4,8.335466110658789,0 days 00:02:13.051963
5,8.304453617980856,0 days 00:02:05.911969
6,2.5983218737312357,0 days 00:02:03.150149
7,6.954534490351532,0 days 00:02:05.476490
8,2.1881629012337065,0 days 00:02:07.042828
9,7.2588458745854,0 days 00:02:05.000432
10,9.216313984993274,0 days 00:02:05.599978
11,8.00679237470043,0 days 00:02:04.770995
12,7.404209912153072,0 days 00:02:02.015904
13,6.89098593743719,0 days 00:02:06.315513
14,4.445181104827725,0 days 00:02:04.337824
15,4.6947439983507975,0 days 00:02:08.684377
16,4.966724154977712,0 days 00:02:04.904004
17,11.08415073949398,0 days 00:02:00.561193
18,3.62239573334638,0 days 00:02:02.724068
19,12.63396471671608,0 days 00:02:00.236220
20,17.03422317697737,0 days 00:02:00.610748
