,mse_deepar,computation_time_deepar
0,7.6526739970840145,0 days 00:00:58.061612
1,2.5768534443619138,0 days 00:00:59.971584
2,8.508489095476698,0 days 00:01:02.475383
3,8.763410929395102,0 days 00:00:58.332981
4,7.370567768032105,0 days 00:00:58.547625
5,6.1810919947569865,0 days 00:00:59.259980
6,3.2290749639775793,0 days 00:00:58.263859
7,9.235917243669663,0 days 00:00:58.467132
8,3.7760389347931818,0 days 00:00:59.140768
9,5.124896897583398,0 days 00:00:58.488336
10,5.307360272901267,0 days 00:00:59.284898
11,5.807466713396943,0 days 00:01:15.297362
12,6.90805453374668,0 days 00:00:58.952275
13,15.386344605527889,0 days 00:00:59.728293
14,3.0360546562185466,0 days 00:00:58.973794
15,5.419470492270427,0 days 00:00:59.968511
16,5.90865618995005,0 days 00:01:00.979168
17,8.179306128910603,0 days 00:01:00.076404
18,3.307170752817368,0 days 00:01:04.381882
19,6.8128146275844905,0 days 00:01:00.427244
20,3.190868293028452,0 days 00:00:59.002467
