,mse_deepar,computation_time_deepar
0,5.299980817632293,0 days 00:03:38.881568
1,6.204560289646756,0 days 00:03:34.495524
2,9.28088471475133,0 days 00:03:38.456717
3,7.498426988253893,0 days 00:03:33.273298
4,10.481896595166328,0 days 00:03:38.808663
5,5.162692762109476,0 days 00:03:34.427613
6,2.4516686535508745,0 days 00:03:35.146310
7,21.69657397500801,0 days 00:03:31.294601
8,5.681020013130823,0 days 00:03:43.491493
9,6.4903102536124875,0 days 00:03:33.823419
10,7.466091692354109,0 days 00:03:36.155266
11,7.541760534264382,0 days 00:03:37.523570
12,7.2171868859009045,0 days 00:03:33.990141
13,12.8494251529718,0 days 00:03:31.226586
14,5.400446260640748,0 days 00:03:36.032566
15,6.258632998383721,0 days 00:03:33.824888
16,5.099215500015817,0 days 00:03:35.543943
17,7.64796891243136,0 days 00:03:34.062249
18,2.726451183283964,0 days 00:03:33.956178
19,7.048569621357206,0 days 00:03:37.565241
20,3.079695928745988,0 days 00:03:41.478306
