,mse_deepar,computation_time_deepar
0,8.877623726278657,0 days 00:00:56.229001
1,2.242344863716421,0 days 00:00:56.140381
2,6.062525894428584,0 days 00:00:55.921863
3,8.19683004332536,0 days 00:00:57.548587
4,12.448018108852521,0 days 00:00:57.469594
5,6.756295556494926,0 days 00:01:00.993913
6,2.951307528089117,0 days 00:00:56.849198
7,8.192730923539264,0 days 00:01:06.663612
8,12.409412444627609,0 days 00:00:57.799940
9,5.526428589061362,0 days 00:00:56.808520
10,9.284708209036225,0 days 00:00:58.900041
11,8.83894393702311,0 days 00:00:57.557984
12,7.212904307407797,0 days 00:00:56.790049
13,8.173919202628603,0 days 00:00:56.086601
14,4.474527789459621,0 days 00:01:17.130782
15,4.159196620445648,0 days 00:01:15.906668
16,4.755063819384991,0 days 00:00:56.542120
17,9.126529930407093,0 days 00:01:17.442780
18,2.9064281474706077,0 days 00:01:17.274552
19,8.451176441509508,0 days 00:00:56.083262
20,3.088954932986275,0 days 00:01:09.245758
