,mse_deepar,computation_time_deepar
0,12.256685119733033,0 days 00:02:51.207607
1,21.354434760589115,0 days 00:02:50.936779
2,11.665997638016297,0 days 00:03:01.104279
3,7.52554965474322,0 days 00:02:53.599435
4,9.977803876731912,0 days 00:02:57.021054
5,23.867856988683727,0 days 00:03:04.385982
6,4.069581799019814,0 days 00:02:54.008027
7,9.6297163626736,0 days 00:02:46.450418
8,5.03670164833071,0 days 00:02:59.064760
9,7.0610630832158865,0 days 00:03:00.263472
10,8.378898797183945,0 days 00:03:01.824603
11,10.74654021687468,0 days 00:03:02.443094
12,7.2181599659742295,0 days 00:03:10.180423
13,15.4318534968385,0 days 00:03:13.073221
14,3.3442623001813616,0 days 00:03:06.705161
15,14.402617902828439,0 days 00:03:00.955569
16,7.755064573315789,0 days 00:02:59.453488
17,10.160492149828777,0 days 00:03:11.571109
18,11.305800064642481,0 days 00:03:03.611707
19,8.710333144193207,0 days 00:03:17.978382
20,4.406846315705172,0 days 00:03:04.321776
