,mse_deepar,computation_time_deepar
0,10.206689493252618,0 days 00:01:28.251738
1,3.0894031213660385,0 days 00:01:24.077126
2,7.3042899319739405,0 days 00:01:25.758802
3,4.679961759228384,0 days 00:01:23.404445
4,6.629208869480011,0 days 00:01:25.275972
5,7.406608632111566,0 days 00:01:24.614489
6,6.3477870605226805,0 days 00:01:23.362824
7,7.825224971498193,0 days 00:01:35.480429
8,4.401402191763219,0 days 00:01:26.254194
9,12.615340689733403,0 days 00:01:25.244584
10,6.251727828301714,0 days 00:01:24.741368
11,6.941410519014273,0 days 00:01:23.451715
12,9.49276621845327,0 days 00:01:22.232065
13,8.2566773131303,0 days 00:01:23.291350
14,4.450832913828748,0 days 00:01:25.108272
15,4.082294541149206,0 days 00:01:21.892710
16,3.9835868316147094,0 days 00:01:42.753518
17,7.721708259792207,0 days 00:01:26.376677
18,2.664521916603344,0 days 00:01:23.655948
19,7.166942134991353,0 days 00:01:24.350722
20,8.276340131622582,0 days 00:01:25.750708
