,mse_deepar,computation_time_deepar
0,8.80615800799683,0 days 00:01:16.641728
1,2.653172972131336,0 days 00:01:18.197438
2,7.58912659777938,0 days 00:01:16.293382
3,8.48673686992289,0 days 00:01:18.396897
4,9.715585014088902,0 days 00:01:16.853621
5,5.707793387858112,0 days 00:01:16.624438
6,2.64152737152015,0 days 00:01:16.623248
7,6.502826884184012,0 days 00:01:27.578713
8,4.429865267621747,0 days 00:01:17.868937
9,7.830358371439535,0 days 00:01:17.994815
10,12.841276725301704,0 days 00:01:16.300565
11,7.665002252144498,0 days 00:01:17.068950
12,6.147496846905926,0 days 00:01:17.766406
13,9.607894775674815,0 days 00:01:17.668084
14,3.7613420249501335,0 days 00:01:17.420589
15,5.26204932111077,0 days 00:01:16.039053
16,5.32094696226088,0 days 00:01:16.410005
17,7.810275172344826,0 days 00:01:16.961276
18,2.289729212444051,0 days 00:01:15.832135
19,7.181244026001774,0 days 00:01:16.386666
20,2.9026234148246886,0 days 00:01:15.870676
