,mse_deepar,computation_time_deepar
0,7.059916843510834,0 days 00:02:35.369931
1,3.773984387867997,0 days 00:02:31.633565
2,5.882901822104026,0 days 00:02:30.706958
3,5.928491487668698,0 days 00:02:22.877829
4,9.740524202748256,0 days 00:02:20.434369
5,9.76585440979945,0 days 00:02:23.474696
6,2.620913895946834,0 days 00:02:30.644395
7,7.767898546477328,0 days 00:02:21.872374
8,5.123574165328743,0 days 00:02:20.061183
9,12.333049433696713,0 days 00:02:24.222619
10,9.609240923682332,0 days 00:02:20.540452
11,7.312376822679558,0 days 00:02:27.681926
12,11.27403430348945,0 days 00:02:18.444741
13,8.27856516693839,0 days 00:02:18.837068
14,5.020887555679416,0 days 00:02:18.890951
15,7.220698083101173,0 days 00:02:19.208823
16,6.573242385858115,0 days 00:02:19.119645
17,8.036277913200898,0 days 00:02:19.090163
18,4.924418915290489,0 days 00:02:23.658706
19,10.678191859332134,0 days 00:02:43.017932
20,5.729080695274952,0 days 00:02:21.301003
