,mse_deepar,computation_time_deepar
0,9.190427910338833,0 days 00:02:42.403839
1,4.474362708466179,0 days 00:02:37.824537
2,11.39666368237701,0 days 00:02:37.147318
3,9.254449619910682,0 days 00:02:35.796132
4,8.637321226452373,0 days 00:02:36.858088
5,5.904411637643071,0 days 00:02:35.992797
6,8.271351207627845,0 days 00:02:35.348953
7,9.974399603862002,0 days 00:02:41.991927
8,19.602356598612992,0 days 00:02:38.745539
9,5.734561506616512,0 days 00:02:42.501216
10,8.714892016284912,0 days 00:02:36.462257
11,8.39396286107273,0 days 00:02:37.101517
12,6.6163222022045245,0 days 00:02:40.235960
13,13.675704178119036,0 days 00:02:37.414760
14,4.416311291999085,0 days 00:02:36.198787
15,5.8661129100812754,0 days 00:02:47.613788
16,5.617365272168803,0 days 00:02:49.799223
17,6.587523138987874,0 days 00:02:49.283421
18,4.317212876221234,0 days 00:02:51.960160
19,8.259962087438096,0 days 00:02:44.179618
20,4.515005284151809,0 days 00:02:47.034034
