,mse_deepar,computation_time_deepar
0,10.036127559230787,0 days 00:01:55.415946
1,3.208137092501687,0 days 00:01:49.596017
2,11.15916910767838,0 days 00:01:49.429756
3,5.453962597613431,0 days 00:01:54.330150
4,10.013776113742358,0 days 00:01:53.195348
5,19.177571152144356,0 days 00:01:52.501968
6,3.718228660253583,0 days 00:01:50.963630
7,8.840217419918588,0 days 00:01:42.174212
8,4.600480077007746,0 days 00:01:44.392231
9,4.329780086652511,0 days 00:01:47.788395
10,8.52302546944685,0 days 00:01:56.143563
11,6.813816354073674,0 days 00:01:46.139868
12,9.331973740335242,0 days 00:01:44.864752
13,8.753506613544856,0 days 00:01:59.715141
14,5.068301074222799,0 days 00:01:47.643654
15,5.734077503501812,0 days 00:01:52.858654
16,6.563737685980829,0 days 00:01:50.679207
17,11.321352008099362,0 days 00:02:00.357737
18,8.701511833291173,0 days 00:01:46.524795
19,12.235580514860438,0 days 00:01:48.545753
20,2.609757827444051,0 days 00:02:00.453682
