,mse_deepar,computation_time_deepar
0,9.199412793349873,0 days 00:01:27.457208
1,2.3997172972976344,0 days 00:01:24.545642
2,10.00917703282365,0 days 00:01:34.180974
3,4.187013690403682,0 days 00:01:33.450988
4,8.18375808280486,0 days 00:01:28.698256
5,8.970684979332422,0 days 00:01:33.226448
6,2.1068595294231063,0 days 00:01:33.270696
7,7.466219445159404,0 days 00:01:38.143370
8,3.5715241919283747,0 days 00:01:33.746615
9,4.202179855801187,0 days 00:01:35.025670
10,8.200940967778672,0 days 00:01:30.273908
11,7.948679346080947,0 days 00:01:33.546298
12,6.162274507571442,0 days 00:01:32.991875
13,13.220593920514656,0 days 00:01:29.193879
14,3.761237723796367,0 days 00:01:30.388034
15,6.078650856105796,0 days 00:01:34.150758
16,6.131725472870995,0 days 00:01:29.687177
17,7.147439123943197,0 days 00:01:40.787433
18,2.782078106511908,0 days 00:01:29.709276
19,8.194712442083045,0 days 00:01:30.468095
20,4.210634867702577,0 days 00:01:28.940257
