,mse_deepar,computation_time_deepar
0,15.987740916802956,0 days 00:03:12.069006
1,2.32003417608966,0 days 00:03:11.515846
2,12.562003366528408,0 days 00:03:12.504276
3,5.325720632504789,0 days 00:03:09.525431
4,13.692074572032393,0 days 00:03:09.975349
5,8.27599071888799,0 days 00:03:09.123304
6,2.248948554178204,0 days 00:03:16.293909
7,8.832359591299795,0 days 00:03:14.381290
8,5.452807334240221,0 days 00:03:44.417239
9,18.578852783472602,0 days 00:03:31.047715
10,15.916525417000466,0 days 00:03:30.043832
11,9.458614369559033,0 days 00:03:35.574113
12,9.119433601601852,0 days 00:03:12.549207
13,12.028822719704563,0 days 00:03:19.234007
14,5.803188224465664,0 days 00:03:08.582337
15,8.893969338140964,0 days 00:03:09.307696
16,5.892085659772908,0 days 00:03:12.075944
17,12.01415380584724,0 days 00:03:22.261635
18,4.347592342524226,0 days 00:03:14.091073
19,10.313459549468725,0 days 00:03:06.517239
20,8.380160792353152,0 days 00:03:21.750192
